scored_at,lens,id,project_name,district,beds,price,psf,score,rank_norm,lens_version
2026-08-12,mmr,500231478,Twin Waterfalls,D19,3,1699999,1698.3,539,0.6049,3.12+ba8d8abe
2026-08-12,mmr,500196241,Riverparc Residence,D19,3,1638000,1522.3,685,0.9035,3.12+ba8d8abe
2026-08-12,mmr,500231480,57 @ Kovan,D19,4,2068000,1525.07,400,0.2902,3.12+ba8d8abe
2026-08-12,mmr,500231446,One Rosyth,D19,3,1680000,1561.34,496,0.5119,3.12+ba8d8abe
2026-08-12,mmr,500206668,Palm Grove Condo,D19,3,2038000,1590.94,464,0.4402,3.12+ba8d8abe
2026-08-12,mmr,500231464,Rivercove Residences EC,D19,3,1600000,1670.15,562,0.6593,3.12+ba8d8abe
2026-08-12,mmr,500231462,Park Green,D19,3,1420000,1199.32,722,0.9455,3.12+ba8d8abe
2026-08-12,mmr,500223750,Parc Centros,D19,3,1650000,1666.67,727,0.951,3.12+ba8d8abe
2026-08-12,exit_demand,500223750,Parc Centros,D19,3,1650000,1666.67,80.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500097452,The Terrace,D19,3,1760000,1635.69,652,0.8511,3.12+ba8d8abe
2026-08-12,mmr,500231394,The Terrace,D19,3,1620000,1618.38,650,0.8476,3.12+ba8d8abe
2026-08-12,mmr,500209825,Treasure Crest,D19,3,1558888,1627.23,644,0.837,3.12+ba8d8abe
2026-08-12,mmr,25055304,Kovan Grandeur,D19,3,1400000,1884.25,256,0.05,3.12+ba8d8abe
2026-08-12,exit_demand,25055304,Kovan Grandeur,D19,3,1400000,1884.25,49.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500231326,Treasure Crest,D19,4,2390000,1776.95,561,0.6566,3.12+ba8d8abe
2026-08-12,mmr,500124651,Kingsford Waterbay,D19,3,1299000,1528.24,586,0.7172,3.12+ba8d8abe
2026-08-12,exit_demand,500124651,Kingsford Waterbay,D19,3,1299000,1528.24,70.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500018782,Twin Waterfalls,D19,3,2200000,1246.46,611,0.7718,3.12+ba8d8abe
2026-08-12,mmr,500225306,Rio Vista,D19,3,1580000,1265.01,657,0.8607,3.12+ba8d8abe
2026-08-12,exit_demand,500225306,Rio Vista,D19,3,1580000,1265.01,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500128300,Bartley Vue,D19,3,2488000,2333.96,285,0.0863,3.12+ba8d8abe
2026-08-12,mmr,500219444,Riversails,D19,4,2400000,1486.07,646,0.8407,3.12+ba8d8abe
2026-08-12,exit_demand,500219444,Riversails,D19,4,2400000,1486.07,83.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500223360,Kovan Melody,D19,3,2388888,1946.93,506,0.532,3.12+ba8d8abe
2026-08-12,exit_demand,500223360,Kovan Melody,D19,3,2388888,1946.93,95.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500169438,Boathouse Residences,D19,3,1400000,1530.05,646,0.8407,3.12+ba8d8abe
2026-08-12,exit_demand,500169438,Boathouse Residences,D19,3,1400000,1530.05,78.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500218324,Forest Woods,D19,3,2150000,2349.73,444,0.3972,3.12+ba8d8abe
2026-08-12,exit_demand,500218324,Forest Woods,D19,3,2150000,2349.73,77.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500231190,A Treasure Trove,D19,3,2070000,1716.42,636,0.8218,3.12+ba8d8abe
2026-08-12,exit_demand,500231190,A Treasure Trove,D19,3,2070000,1716.42,84.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500223136,Waterwoods,D19,4,2088000,1629.98,598,0.7426,3.12+ba8d8abe
2026-08-12,mmr,500231184,River Isles,D19,3,1400000,1567.75,768,0.9803,3.12+ba8d8abe
2026-08-12,exit_demand,500231184,River Isles,D19,3,1400000,1567.75,88.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500198039,The Terrace,D19,4,2300000,1751.71,583,0.7116,3.12+ba8d8abe
2026-08-12,mmr,500099165,Hundred Palms Residences,D19,3,2500000,2212.39,353,0.1928,3.12+ba8d8abe
2026-08-12,mmr,500231150,The Rivervale,D19,3,1550000,1190.48,716,0.9403,3.12+ba8d8abe
2026-08-12,mmr,500173973,The Rivervale,D19,3,1530000,1215.25,712,0.9368,3.12+ba8d8abe
2026-08-12,mmr,500144388,Tai Peng Gardens,D19,4,2100000,1183.1,716,0.9403,3.12+ba8d8abe
2026-08-12,mmr,500231111,Treasure Crest,D19,4,2390000,1776.95,561,0.6566,3.12+ba8d8abe
2026-08-12,mmr,500161337,Kovan Melody,D19,3,2488888,2046.78,452,0.4124,3.12+ba8d8abe
2026-08-12,exit_demand,500161337,Kovan Melody,D19,3,2488888,2046.78,95.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500228082,The Terrace,D19,3,1650000,1533.46,699,0.9205,3.12+ba8d8abe
2026-08-12,mmr,500185609,Rivervale Crest,D19,3,1300000,1069.08,839,0.9984,3.12+ba8d8abe
2026-08-12,exit_demand,500185609,Rivervale Crest,D19,3,1300000,1069.08,92.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500229360,The Terrace,D19,3,1588888,1587.3,654,0.8537,3.12+ba8d8abe
2026-08-12,mmr,500228654,Bellewaters,D19,3,1550000,1673.87,610,0.7701,3.12+ba8d8abe
2026-08-12,mmr,500212248,Casa Rosa,D19,3,1580000,1438.98,500,0.5191,3.12+ba8d8abe
2026-08-12,exit_demand,500212248,Casa Rosa,D19,3,1580000,1438.98,88.9,,exit-1.0+a5c8065a
2026-08-12,mmr,60119639,Affinity At Serangoon,D19,3,1790000,1933.05,531,0.5873,3.12+ba8d8abe
2026-08-12,exit_demand,60119639,Affinity At Serangoon,D19,3,1790000,1933.05,58.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500231021,Waterwoods,D19,3,1680000,1609.2,610,0.7701,3.12+ba8d8abe
2026-08-12,mmr,500231008,Bartley Vue,D19,3,2188888,2311.39,391,0.2678,3.12+ba8d8abe
2026-08-12,mmr,500231002,Sengkang Grand Residences,D19,3,2300000,2180.09,475,0.4683,3.12+ba8d8abe
2026-08-12,exit_demand,500231002,Sengkang Grand Residences,D19,3,2300000,2180.09,62.5,,exit-1.0+a5c8065a
2026-08-12,mmr,60183681,The Promenade @ Pelikat,D19,3,1850000,1342.53,626,0.8021,3.12+ba8d8abe
2026-08-12,exit_demand,60183681,The Promenade @ Pelikat,D19,3,1850000,1342.53,67.5,,exit-1.0+a5c8065a
2026-08-12,mmr,60170179,La Fiesta,D19,3,1980000,2000.0,540,0.6069,3.12+ba8d8abe
2026-08-12,exit_demand,60170179,La Fiesta,D19,3,1980000,2000.0,77.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500229006,Cherry Gardens,D19,3,1530000,1421.93,398,0.2845,3.12+ba8d8abe
2026-08-12,mmr,500172220,Treasure Crest,D19,3,1800000,1562.5,662,0.8707,3.12+ba8d8abe
2026-08-12,mmr,500122971,Rivercove Residences EC,D19,3,1830000,1700.74,542,0.6113,3.12+ba8d8abe
2026-08-12,mmr,500214343,Gambir Ridge (Formerly Bartley Terrace,D19,4,2650000,1837.73,442,0.392,3.12+ba8d8abe
2026-08-12,mmr,500200799,Riverparc Residence,D19,4,2500000,1261.99,721,0.9447,3.12+ba8d8abe
2026-08-12,mmr,500230940,CHEAP! 999 YEARS LEASEHOLD! NEAR MRT!,D19,3,2041000,2016.8,458,0.4266,3.12+ba8d8abe
2026-08-12,mmr,500230935,FLO Residence,D19,4,1995000,1482.17,717,0.9414,3.12+ba8d8abe
2026-08-12,exit_demand,500230935,FLO Residence,D19,4,1995000,1482.17,86.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500171083,The Florence Residences,D19,3,1880000,1837.73,604,0.7582,3.12+ba8d8abe
2026-08-12,exit_demand,500171083,The Florence Residences,D19,3,1880000,1837.73,66.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500220440,Riverparc Residence,D19,3,2090000,1011.13,603,0.7562,3.12+ba8d8abe
2026-08-12,mmr,500154770,CheapCheapCheap Beautiful Loft Design With Perfect riverside View Penhouse,D19,3,1850000,1481.18,629,0.8098,3.12+ba8d8abe
2026-08-12,mmr,500224989,Esparina Residences,D19,3,1888888,1887.0,511,0.5444,3.12+ba8d8abe
2026-08-12,mmr,500225474,Rivervale Crest,D19,3,1438000,1203.35,682,0.9,3.12+ba8d8abe
2026-08-12,exit_demand,500225474,Rivervale Crest,D19,3,1438000,1203.35,92.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500226048,River Isles,D19,3,1600000,1402.28,833,0.9975,3.12+ba8d8abe
2026-08-12,exit_demand,500226048,River Isles,D19,3,1600000,1402.28,88.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500179528,River Isles,D19,3,1368888,1532.91,785,0.9881,3.12+ba8d8abe
2026-08-12,exit_demand,500179528,River Isles,D19,3,1368888,1532.91,88.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500221177,River Isles,D19,3,1968000,1677.75,660,0.8683,3.12+ba8d8abe
2026-08-12,exit_demand,500221177,River Isles,D19,3,1968000,1677.75,88.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500185360,Waterwoods,D19,3,1625000,1556.51,637,0.824,3.12+ba8d8abe
2026-08-12,mmr,25331326,One Robey,D19,3,1999999,1601.28,514,0.5517,3.12+ba8d8abe
2026-08-12,mmr,500200369,Bellewaters,D19,4,1998000,1613.89,631,0.8133,3.12+ba8d8abe
2026-08-12,mmr,500125519,River Isles,D19,3,1490000,1573.39,749,0.9697,3.12+ba8d8abe
2026-08-12,exit_demand,500125519,River Isles,D19,3,1490000,1573.39,88.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500224708,Twin Waterfalls,D19,4,2199999,1777.06,497,0.5129,3.12+ba8d8abe
2026-08-12,mmr,500055986,Jansen House,D19,3,2041000,2016.8,310,0.1208,3.12+ba8d8abe
2026-08-12,mmr,500221517,Treasure Crest,D19,3,1798888,1671.83,629,0.8098,3.12+ba8d8abe
2026-08-12,mmr,500230676,Highland Centre,D19,3,2500000,1416.43,369,0.2229,3.12+ba8d8abe
2026-08-12,mmr,500153133,Riversails,D19,3,1698000,1532.49,717,0.9414,3.12+ba8d8abe
2026-08-12,exit_demand,500153133,Riversails,D19,3,1698000,1532.49,83.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500230650,The Florida,D19,3,1400000,1140.99,675,0.8904,3.12+ba8d8abe
2026-08-12,mmr,500184325,Compass Heights,D19,3,1750000,1310.86,806,0.9938,3.12+ba8d8abe
2026-08-12,exit_demand,500184325,Compass Heights,D19,3,1750000,1310.86,91.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500161225,Compass Heights,D19,3,1900000,1423.22,719,0.9437,3.12+ba8d8abe
2026-08-12,exit_demand,500161225,Compass Heights,D19,3,1900000,1423.22,91.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500229452,The Quartz,D19,3,1750000,1626.39,706,0.9282,3.12+ba8d8abe
2026-08-12,exit_demand,500229452,The Quartz,D19,3,1750000,1626.39,94.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500222685,Esparina Residences,D19,3,2188000,1881.34,513,0.5485,3.12+ba8d8abe
2026-08-12,mmr,60159331,The Quartz,D19,3,2138000,1589.59,692,0.9108,3.12+ba8d8abe
2026-08-12,exit_demand,60159331,The Quartz,D19,3,2138000,1589.59,94.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500126333,Waterbay,D19,3,1740000,1584.7,628,0.807,3.12+ba8d8abe
2026-08-12,mmr,500178609,Heron Bay,D19,3,1490000,1442.4,614,0.7769,3.12+ba8d8abe
2026-08-12,mmr,500230519,Riversound Residence,D19,4,1788888,1538.17,704,0.9259,3.12+ba8d8abe
2026-08-12,exit_demand,500230519,Riversound Residence,D19,4,1788888,1538.17,90.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500230507,The Terrace,D19,3,1700000,1579.93,682,0.9,3.12+ba8d8abe
2026-08-12,mmr,500196584,The Amore,D19,3,1550000,1548.45,638,0.8258,3.12+ba8d8abe
2026-08-12,mmr,500119325,Riversails,D19,3,2350000,1291.92,503,0.5255,3.12+ba8d8abe
2026-08-12,exit_demand,500119325,Riversails,D19,3,2350000,1291.92,83.7,,exit-1.0+a5c8065a
2026-08-12,mmr,60078183,Fortune Park,D19,3,2000000,1547.99,414,0.3223,3.12+ba8d8abe
2026-08-12,mmr,500229607,Waterwoods,D19,4,1980000,1545.67,639,0.8277,3.12+ba8d8abe
2026-08-12,mmr,500199710,Austville Residences,D19,3,1486000,1438.53,671,0.8853,3.12+ba8d8abe
2026-08-12,mmr,500230222,Ground landed-feel apartment Kovan Jansen Spring Serangoon Hougang,D19,3,1470000,1325.52,624,0.7984,3.12+ba8d8abe
2026-08-12,mmr,500153757,Austville Residences,D19,3,1550000,1500.48,641,0.8312,3.12+ba8d8abe
2026-08-12,mmr,500218260,Park Green,D19,3,1590000,1163.13,729,0.9529,3.12+ba8d8abe
2026-08-12,mmr,500197413,Kovan Melody,D19,3,2380000,1939.69,511,0.5444,3.12+ba8d8abe
2026-08-12,exit_demand,500197413,Kovan Melody,D19,3,2380000,1939.69,95.1,,exit-1.0+a5c8065a
2026-08-12,mmr,60119060,Jansen House,D19,3,2041000,2016.8,310,0.1208,3.12+ba8d8abe
2026-08-12,mmr,500223697,Parc Centros,D19,3,1650000,1666.67,727,0.951,3.12+ba8d8abe
2026-08-12,exit_demand,500223697,Parc Centros,D19,3,1650000,1666.67,80.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500190682,Riversound Residence,D19,4,1970000,1463.6,722,0.9455,3.12+ba8d8abe
2026-08-12,exit_demand,500190682,Riversound Residence,D19,4,1970000,1463.6,90.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500214285,Riversound Residence,D19,4,1798888,1428.82,742,0.9635,3.12+ba8d8abe
2026-08-12,exit_demand,500214285,Riversound Residence,D19,4,1798888,1428.82,90.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500167305,Bartley Vue,D19,3,2300000,2428.72,349,0.1861,3.12+ba8d8abe
2026-08-12,mmr,500230203,The Sunnydale,D19,3,2198000,1458.53,450,0.408,3.12+ba8d8abe
2026-08-12,mmr,500225422,The Waterline,D19,3,2000000,1615.51,481,0.4813,3.12+ba8d8abe
2026-08-12,exit_demand,500225422,The Waterline,D19,3,2000000,1615.51,77.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500228320,The Springbloom,D19,3,2280000,1751.15,553,0.6354,3.12+ba8d8abe
2026-08-12,exit_demand,500228320,The Springbloom,D19,3,2280000,1751.15,93.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500196061,Austville Residences,D19,4,1750000,1426.24,674,0.8894,3.12+ba8d8abe
2026-08-12,mmr,500221979,The Florida,D19,3,1430000,1106.81,681,0.8992,3.12+ba8d8abe
2026-08-12,mmr,500159017,La Fiesta,D19,3,1575000,1899.88,633,0.817,3.12+ba8d8abe
2026-08-12,exit_demand,500159017,La Fiesta,D19,3,1575000,1899.88,77.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500146403,Riverparc Residence,D19,3,1749999,1426.24,728,0.9518,3.12+ba8d8abe
2026-08-12,mmr,500125743,Prive,D19,3,2038000,1660.96,618,0.7846,3.12+ba8d8abe
2026-08-12,mmr,500002151,Rivercove Residences EC,D19,3,1845000,1714.68,534,0.5944,3.12+ba8d8abe
2026-08-12,mmr,500229982,Forest Woods,D19,3,2180000,2382.51,431,0.3701,3.12+ba8d8abe
2026-08-12,exit_demand,500229982,Forest Woods,D19,3,2180000,2382.51,77.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500130965,Casa Rosa,D19,3,2500000,1611.86,334,0.1595,3.12+ba8d8abe
2026-08-12,exit_demand,500130965,Casa Rosa,D19,3,2500000,1611.86,88.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500229896,Central View,D19,3,1448000,1477.55,582,0.7087,3.12+ba8d8abe
2026-08-12,exit_demand,500229896,Central View,D19,3,1448000,1477.55,90.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500208198,Kovan Melody,D19,3,2500000,1985.7,474,0.4659,3.12+ba8d8abe
2026-08-12,exit_demand,500208198,Kovan Melody,D19,3,2500000,1985.7,95.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500229916,Bellewaters,D19,3,1500000,1619.87,636,0.8218,3.12+ba8d8abe
2026-08-12,mmr,500027048,Kingsford Waterbay,D19,3,1600000,1548.89,550,0.6301,3.12+ba8d8abe
2026-08-12,exit_demand,500027048,Kingsford Waterbay,D19,3,1600000,1548.89,70.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500229905,The Amore,D19,3,1490000,1520.41,656,0.8593,3.12+ba8d8abe
2026-08-12,mmr,500221668,Twin Waterfalls,D19,4,2180000,1760.9,504,0.5286,3.12+ba8d8abe
2026-08-12,mmr,500229875,Undervalued Brand New Freehold Move In Ready Apartment,D19,3,2041000,2016.8,458,0.4266,3.12+ba8d8abe
2026-08-12,mmr,500214818,Terrasse,D19,3,2150000,1902.65,420,0.3397,3.12+ba8d8abe
2026-08-12,exit_demand,500214818,Terrasse,D19,3,2150000,1902.65,81.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500093710,Riversails,D19,3,1830000,1545.61,688,0.9061,3.12+ba8d8abe
2026-08-12,exit_demand,500093710,Riversails,D19,3,1830000,1545.61,83.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500224704,Bellewaters,D19,3,2110000,1496.45,690,0.9082,3.12+ba8d8abe
2026-08-12,mmr,25408471,The Rivervale,D19,3,1430000,1135.82,743,0.9647,3.12+ba8d8abe
2026-08-12,mmr,500229804,The Florence Residences,D19,3,2300000,2272.73,352,0.1918,3.12+ba8d8abe
2026-08-12,exit_demand,500229804,The Florence Residences,D19,3,2300000,2272.73,66.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500099046,Waterwoods,D19,3,1685000,1613.98,608,0.767,3.12+ba8d8abe
2026-08-12,mmr,500155408,D19 Freehold cheap 3 bed,D19,3,2040000,2015.81,454,0.4169,3.12+ba8d8abe
2026-08-12,mmr,500064658,The Terrace,D19,4,2300000,1751.71,583,0.7116,3.12+ba8d8abe
2026-08-12,mmr,500222086,The Luxurie,D19,4,2400000,1827.88,639,0.8277,3.12+ba8d8abe
2026-08-12,exit_demand,500222086,The Luxurie,D19,4,2400000,1827.88,79.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500076315,Heron Bay,D19,4,2000000,1561.28,548,0.6234,3.12+ba8d8abe
2026-08-12,mmr,500222082,Ecopolitan,D19,3,1600000,1518.03,635,0.8197,3.12+ba8d8abe
2026-08-12,mmr,60014189,The Florida,D19,3,1400000,1140.99,675,0.8904,3.12+ba8d8abe
2026-08-12,mmr,500220852,Bellewaters,D19,3,2110000,1496.45,690,0.9082,3.12+ba8d8abe
2026-08-12,mmr,500184413,Prive,D19,3,1875000,1707.65,574,0.6873,3.12+ba8d8abe
2026-08-12,mmr,500205825,Riversails,D19,3,1800000,1623.08,639,0.8277,3.12+ba8d8abe
2026-08-12,exit_demand,500205825,Riversails,D19,3,1800000,1623.08,83.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500224263,Lattice One,D20,3,2000000,1936.11,436,0.3784,3.12+ba8d8abe
2026-08-12,mmr,500231449,Bishan Point,D20,3,2180000,1841.22,601,0.7505,3.12+ba8d8abe
2026-08-12,exit_demand,500231449,Bishan Point,D20,3,2180000,1841.22,92.3,,exit-1.0+a5c8065a
2026-08-12,mmr,25307237,JadeScape,D20,3,2100000,2323.01,729,0.9529,3.12+ba8d8abe
2026-08-12,exit_demand,25307237,JadeScape,D20,3,2100000,2323.01,75.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500118236,The Gardens at Bishan,D20,3,2360000,1956.88,567,0.6714,3.12+ba8d8abe
2026-08-12,exit_demand,500118236,The Gardens at Bishan,D20,3,2360000,1956.88,79.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500230914,The Gardens at Bishan,D20,3,2358000,1955.22,569,0.6757,3.12+ba8d8abe
2026-08-12,exit_demand,500230914,The Gardens at Bishan,D20,3,2358000,1955.22,79.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500202032,The Windsor,D20,3,2800000,1769.91,257,0.0509,3.12+ba8d8abe
2026-08-12,mmr,500229536,Thomson Grand,D20,3,2600000,1917.4,590,0.7247,3.12+ba8d8abe
2026-08-12,exit_demand,500229536,Thomson Grand,D20,3,2600000,1917.4,90.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500230801,Bishan Park Condo,D20,4,2385000,1539.7,529,0.5833,3.12+ba8d8abe
2026-08-12,mmr,500230645,Bishan Point,D20,3,2588888,2038.49,447,0.4027,3.12+ba8d8abe
2026-08-12,exit_demand,500230645,Bishan Point,D20,3,2588888,2038.49,92.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500222748,Bishan 8,D20,3,2450000,2106.62,415,0.3244,3.12+ba8d8abe
2026-08-12,exit_demand,500222748,Bishan 8,D20,3,2450000,2106.62,88.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500229848,Braddell View,D20,3,1658888,1027.18,591,0.7277,3.12+ba8d8abe
2026-08-12,exit_demand,500229848,Braddell View,D20,3,1658888,1027.18,75.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500229119,Bishan Park Condo,D20,3,1830000,1359.58,702,0.9238,3.12+ba8d8abe
2026-08-12,mmr,500222456,Artisan 8,D20,3,2417000,2362.66,429,0.3627,3.12+ba8d8abe
2026-08-12,mmr,500223667,The Gardens at Bishan,D20,3,2500000,2037.49,503,0.5255,3.12+ba8d8abe
2026-08-12,exit_demand,500223667,The Gardens at Bishan,D20,3,2500000,2037.49,79.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500228443,Thomson Reserve,D20,3,2500000,2497.5,494,0.5071,3.12+ba8d8abe
2026-08-12,mmr,500227609,Thomson Reserve,D20,3,2232500,2500.0,510,0.5417,3.12+ba8d8abe
2026-08-12,mmr,500228229,Thomson V Two,D20,3,1699999,1795.14,631,0.8133,3.12+ba8d8abe
2026-08-12,exit_demand,500228229,Thomson V Two,D20,3,1699999,1795.14,38.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500228143,Artisan 8,D20,3,2417000,2362.66,429,0.3627,3.12+ba8d8abe
2026-08-12,mmr,500216552,Thomson Reserve,D20,3,2305740,2490.0,512,0.5464,3.12+ba8d8abe
2026-08-12,mmr,500222840,The Panorama,D20,3,2300000,2272.73,567,0.6714,3.12+ba8d8abe
2026-08-12,exit_demand,500222840,The Panorama,D20,3,2300000,2272.73,80.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500220913,Seasons View,D20,3,1890000,1640.62,554,0.6376,3.12+ba8d8abe
2026-08-12,exit_demand,500220913,Seasons View,D20,3,1890000,1640.62,84.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500225109,The Panorama,D20,3,2300000,2272.73,567,0.6714,3.12+ba8d8abe
2026-08-12,exit_demand,500225109,The Panorama,D20,3,2300000,2272.73,80.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500222562,Lakeview Estate,D20,3,1888000,1169.04,318,0.1335,3.12+ba8d8abe
2026-08-12,mmr,500222572,The Panorama,D20,3,2300000,2272.73,567,0.6714,3.12+ba8d8abe
2026-08-12,exit_demand,500222572,The Panorama,D20,3,2300000,2272.73,80.2,,exit-1.0+a5c8065a
2026-08-12,mmr,60175115,Thomson Reserve,D20,3,2350400,2600.0,507,0.5341,3.12+ba8d8abe
2026-08-12,mmr,500223763,Rafflesia Condo,D20,3,2238888,1841.19,454,0.4169,3.12+ba8d8abe
2026-08-12,mmr,500218064,Bishan Point,D20,3,2358000,1991.55,497,0.5129,3.12+ba8d8abe
2026-08-12,exit_demand,500218064,Bishan Point,D20,3,2358000,1991.55,92.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500178656,Artisan 8,D20,3,2417000,2362.66,429,0.3627,3.12+ba8d8abe
2026-08-12,mmr,500086984,Bishan Loft,D20,3,2490000,1779.84,503,0.5255,3.12+ba8d8abe
2026-08-12,mmr,500222462,Rafflesia Condo,D20,3,2270000,1743.47,489,0.4955,3.12+ba8d8abe
2026-08-12,mmr,500221891,Thomson Reserve,D20,3,2348000,2597.35,507,0.5341,3.12+ba8d8abe
2026-08-12,mmr,500221310,Thomson Reserve,D20,3,2367500,2500.0,509,0.5396,3.12+ba8d8abe
2026-08-12,mmr,500147510,JadeScape,D20,3,2598888,2568.07,571,0.6793,3.12+ba8d8abe
2026-08-12,exit_demand,500147510,JadeScape,D20,3,2598888,2568.07,75.3,,exit-1.0+a5c8065a
2026-08-12,mmr,60089274,Freehold Good Schools,D20,3,2416888,2362.55,495,0.5091,3.12+ba8d8abe
2026-08-12,mmr,60178707,Ang Mo Kio Central MRT Condominium,D20,3,2024000,1492.63,569,0.6757,3.12+ba8d8abe
2026-08-12,mmr,1660928,Braddell View,D20,3,1690000,1163.91,425,0.3518,3.12+ba8d8abe
2026-08-12,exit_demand,1660928,Braddell View,D20,3,1690000,1163.91,75.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500139917,Centro Residences,D20,3,2190720,1602.57,832,0.9973,3.12+ba8d8abe
2026-08-12,exit_demand,500139917,Centro Residences,D20,3,2190720,1602.57,80.4,,exit-1.0+a5c8065a
2026-08-12,mmr,60221207,🌟Best Buy Freehold,D20,4,2628000,2104.08,460,0.4316,3.12+ba8d8abe
2026-08-12,mmr,500218066,Bishan Point,D20,3,2358000,1991.55,497,0.5129,3.12+ba8d8abe
2026-08-12,exit_demand,500218066,Bishan Point,D20,3,2358000,1991.55,92.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500217784,Thomson Reserve,D20,3,2580000,2497.58,491,0.5001,3.12+ba8d8abe
2026-08-12,mmr,500216019,Thomson Reserve,D20,3,2028000,2600.0,483,0.4837,3.12+ba8d8abe
2026-08-12,mmr,500216013,Thomson Reserve,D20,3,2340000,2600.0,507,0.5341,3.12+ba8d8abe
2026-08-12,mmr,23893744,183 Longhaus,D20,3,1728000,2229.68,405,0.3031,3.12+ba8d8abe
2026-08-12,mmr,500216352,Thomson Three,D20,3,2350000,2227.49,581,0.7056,3.12+ba8d8abe
2026-08-12,exit_demand,500216352,Thomson Three,D20,3,2350000,2227.49,79.2,,exit-1.0+a5c8065a
2026-08-12,mmr,60188653,Centro Residences,D20,3,2400000,1379.31,624,0.7984,3.12+ba8d8abe
2026-08-12,exit_demand,60188653,Centro Residences,D20,3,2400000,1379.31,80.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500231097,Grand Chateau,D21,3,2488000,2009.69,212,0.0206,3.12+ba8d8abe
2026-08-12,mmr,500102594,The Sen,D21,3,2483000,2238.95,394,0.2756,3.12+ba8d8abe
2026-08-12,mmr,500218733,Daintree Residence,D21,4,2388000,2263.51,264,0.0579,3.12+ba8d8abe
2026-08-12,exit_demand,500218733,Daintree Residence,D21,4,2388000,2263.51,54.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500020427,The Sen,D21,3,2028000,2325.69,385,0.2543,3.12+ba8d8abe
2026-08-12,mmr,500221785,The Cascadia,D21,3,2518888,2294.07,501,0.5214,3.12+ba8d8abe
2026-08-12,exit_demand,500221785,The Cascadia,D21,3,2518888,2294.07,80.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500230950,Sherwood Towers,D21,3,1750000,1152.83,399,0.2863,3.12+ba8d8abe
2026-08-12,mmr,500229226,The Sen,D21,3,2447000,2614.32,364,0.2144,3.12+ba8d8abe
2026-08-12,mmr,500229229,The Sen,D21,3,2028000,2325.69,385,0.2543,3.12+ba8d8abe
